date,index,fluc,individual,foreigner,institution,financial investment,insurance,investment trust,other financial,bank,national?pension,private equity fund,nation,other corp
2009-02-03,1163.20 ,0.0142 ,-1568 ,2351 ,-1427 ,122 ,298 ,-2233 ,57 ,34 ,21 ,274 ,0 ,638 
2009-02-02,1146.95 ,-0.0130 ,1208 ,2295 ,-3928 ,267 ,14 ,-3853 ,-63 ,-22 ,-202 ,-70 ,0 ,423 
2009-01-30,1162.11 ,-0.0038 ,-2624 ,392 ,1598 ,206 ,36 ,537 ,-22 ,-69 ,1082 ,-172 ,0 ,636 
2009-01-29,1166.56 ,0.0074 ,-6710 ,3784 ,2629 ,373 ,204 ,933 ,-101 ,1 ,1191 ,27 ,0 ,323 
2009-01-28,1157.98 ,0.0591 ,-7045 ,1419 ,4952 ,603 ,243 ,3386 ,24 ,92 ,400 ,204 ,0 ,686 
2009-01-23,1093.40 ,-0.0205 ,2705 ,-1481 ,-1689 ,-89 ,134 ,-2594 ,38 ,-4 ,722 ,104 ,0 ,458 
2009-01-22,1116.23 ,0.0114 ,1996 ,-640 ,-1440 ,143 ,-111 ,-1462 ,100 ,-81 ,-247 ,218 ,0 ,81 
2009-01-21,1103.61 ,-0.0206 ,2901 ,-2429 ,-932 ,-140 ,108 ,-1327 ,-65 ,-179 ,681 ,-11 ,0 ,459 
2009-01-20,1126.81 ,-0.0207 ,1892 ,-627 ,-1718 ,10 ,201 ,-2636 ,-122 ,-28 ,976 ,-118 ,0 ,443 
2009-01-19,1150.65 ,0.0136 ,-1308 ,1641 ,-589 ,146 ,158 ,-924 ,-86 ,98 ,91 ,-70 ,0 ,265 
2009-01-16,1135.20 ,0.0215 ,2363 ,-3074 ,457 ,60 ,-75 ,743 ,8 ,-158 ,-207 ,85 ,0 ,254 
2009-01-15,1111.34 ,-0.0603 ,5635 ,-1826 ,-4064 ,-663 ,315 ,-4395 ,2 ,-127 ,860 ,-56 ,0 ,211 
2009-01-14,1182.68 ,0.0128 ,-65 ,98 ,-59 ,344 ,-118 ,-288 ,13 ,30 ,-14 ,-27 ,0 ,22 
2009-01-13,1167.71 ,0.0095 ,2048 ,305 ,-2624 ,-30 ,42 ,-2530 ,-34 ,22 ,71 ,-165 ,0 ,262 
2009-01-12,1156.75 ,-0.0205 ,2080 ,-1002 ,-1054 ,-156 ,-242 ,-1637 ,-43 ,22 ,1024 ,-22 ,0 ,-35 
2009-01-09,1180.96 ,-0.0205 ,2501 ,-855 ,-2039 ,459 ,-350 ,-1856 ,-64 ,-67 ,-185 ,24 ,0 ,393 
2009-01-08,1205.70 ,-0.0183 ,1895 ,-1319 ,-686 ,1312 ,-309 ,-1993 ,42 ,43 ,280 ,-62 ,0 ,117 
2009-01-07,1228.17 ,0.0284 ,-5887 ,5616 ,-176 ,365 ,436 ,-791 ,25 ,69 ,-190 ,-91 ,0 ,457 
2009-01-06,1194.28 ,0.0176 ,-7514 ,3709 ,3587 ,376 ,217 ,3214 ,44 ,121 ,-604 ,219 ,0 ,243 
2009-01-05,1173.57 ,0.0140 ,-2513 ,3338 ,-1253 ,728 ,605 ,-2455 ,70 ,212 ,-324 ,-88 ,0 ,425 
2009-01-02,1157.40 ,0.0293 ,-1574 ,650 ,630 ,237 ,588 ,-53 ,-1 ,-16 ,70 ,-196 ,0 ,301 
2008-12-30,1124.47 ,0.0062 ,-4856 ,1935 ,2519 ,25 ,-92 ,2313 ,-113 ,-575 ,895 ,66 ,0 ,420 
2008-12-29,1117.59 ,-0.0002 ,-1075 ,452 ,282 ,-105 ,366 ,-918 ,-12 ,-651 ,1745 ,-145 ,0 ,342 
2008-12-26,1117.86 ,-0.0094 ,949 ,-538 ,-567 ,34 ,695 ,-40 ,-33 ,-408 ,-451 ,-364 ,0 ,152 
2008-12-24,1128.51 ,-0.0138 ,1316 ,-1003 ,-227 ,-175 ,-10 ,-554 ,-77 ,-103 ,534 ,159 ,0 ,-76 
2008-12-23,1144.31 ,-0.0299 ,1366 ,-634 ,-875 ,39 ,-323 ,-1196 ,-95 ,-246 ,959 ,-14 ,0 ,169 
2008-12-22,1179.61 ,-0.0012 ,1327 ,195 ,-3158 ,93 ,-380 ,-872 ,-32 ,-1510 ,-509 ,51 ,0 ,1641 
2008-12-19,1180.97 ,0.0043 ,-2489 ,2379 ,366 ,732 ,-430 ,-208 ,-116 ,64 ,-282 ,607 ,0 ,-209 
2008-12-18,1175.91 ,0.0053 ,-1743 ,100 ,1425 ,1926 ,-445 ,84 ,-113 ,187 ,-661 ,447 ,0 ,239 
2008-12-17,1169.75 ,0.0071 ,707 ,1318 ,-2087 ,212 ,-518 ,-1655 ,31 ,-61 ,-279 ,183 ,0 ,75 
2008-12-16,1161.56 ,0.0029 ,1692 ,-609 ,-1212 ,341 ,-88 ,-1442 ,-47 ,4 ,6 ,14 ,0 ,118 
2008-12-15,1158.19 ,0.0493 ,-2732 ,1018 ,1685 ,2193 ,-376 ,-135 ,-25 ,88 ,-203 ,143 ,0 ,72 
2008-12-12,1103.82 ,-0.0438 ,3181 ,109 ,-3842 ,30 ,85 ,329 ,-5 ,-3987 ,-111 ,-183 ,0 ,546 
2008-12-11,1154.43 ,0.0075 ,-2682 ,-1167 ,3667 ,3833 ,273 ,-1546 ,-46 ,260 ,537 ,355 ,0 ,167 
2008-12-10,1145.87 ,0.0362 ,-7920 ,3393 ,4435 ,1572 ,-50 ,2539 ,5 ,-185 ,129 ,425 ,0 ,125 
2008-12-09,1105.84 ,0.0007 ,-2283 ,2005 ,695 ,1407 ,-27 ,-666 ,-68 ,-29 ,69 ,8 ,0 ,-403 
2008-12-08,1105.05 ,0.0748 ,-7686 ,1179 ,6944 ,1404 ,468 ,4511 ,3 ,-80 ,538 ,100 ,0 ,-405 
2008-12-05,1028.13 ,0.0214 ,-2427 ,-48 ,2424 ,159 ,221 ,1648 ,5 ,-106 ,38 ,460 ,0 ,65 
2008-12-04,1006.54 ,-0.0158 ,1585 ,-100 ,-1387 ,33 ,68 ,-2398 ,111 ,0 ,865 ,-66 ,0 ,-99 
2008-12-03,1022.67 ,-0.0005 ,3353 ,-1444 ,-1855 ,54 ,50 ,-2446 ,1 ,-29 ,332 ,184 ,0 ,-62 
2008-12-02,1023.20 ,-0.0335 ,624 ,-91 ,-611 ,-200 ,144 ,-684 ,24 ,-22 ,164 ,-36 ,0 ,83 
2008-12-01,1058.62 ,-0.0162 ,305 ,331 ,-621 ,236 ,38 ,-714 ,-33 ,15 ,-108 ,-55 ,0 ,-23 
2008-11-28,1076.07 ,0.0118 ,-4741 ,2765 ,1959 ,386 ,367 ,1000 ,-13 ,-109 ,333 ,-6 ,0 ,27 
2008-11-27,1063.48 ,0.0327 ,-4507 ,1913 ,2759 ,236 ,731 ,1064 ,87 ,-103 ,679 ,65 ,0 ,-190 
2008-11-26,1029.78 ,0.0472 ,-3182 ,1218 ,2209 ,200 ,855 ,326 ,-147 ,-130 ,963 ,143 ,0 ,-212 
2008-11-25,983.32 ,0.0136 ,-498 ,-567 ,1110 ,152 ,475 ,274 ,76 ,-64 ,153 ,46 ,0 ,-88 
2008-11-24,970.14 ,-0.0335 ,1314 ,-834 ,-550 ,72 ,395 ,-914 ,8 ,-100 ,74 ,-85 ,0 ,69 
2008-11-21,1003.73 ,0.0580 ,-641 ,77 ,569 ,169 ,562 ,-557 ,-20 ,-226 ,246 ,397 ,0 ,8 
2008-11-20,948.69 ,-0.0670 ,285 ,-901 ,414 ,-355 ,405 ,38 ,-31 ,-111 ,415 ,53 ,0 ,180 
2008-11-19,1016.82 ,-0.0187 ,2555 ,-2427 ,-257 ,-237 ,-7 ,91 ,107 ,-110 ,13 ,-114 ,0 ,145 
2008-11-18,1036.16 ,-0.0391 ,3621 ,-1669 ,-1993 ,27 ,99 ,-1954 ,-10 ,-55 ,99 ,-199 ,0 ,15 
2008-11-17,1078.32 ,-0.0091 ,1223 ,-1042 ,-105 ,142 ,27 ,-858 ,-187 ,41 ,610 ,120 ,0 ,-89 
2008-11-14,1088.26 ,-0.0002 ,4242 ,-1396 ,-2360 ,637 ,-260 ,-2322 ,-199 ,-16 ,183 ,-383 ,0 ,-513 
2008-11-13,1088.44 ,-0.0315 ,4161 ,-3615 ,-464 ,-55 ,139 ,-1392 ,-87 ,-46 ,1065 ,-88 ,0 ,-91 
2008-11-12,1123.86 ,-0.0043 ,-576 ,-1786 ,2242 ,425 ,-68 ,1480 ,58 ,-39 ,119 ,266 ,0 ,118 
2008-11-11,1128.73 ,-0.0206 ,-348 ,-986 ,1491 ,-117 ,53 ,1069 ,-51 ,11 ,265 ,261 ,0 ,-165 
2008-11-10,1152.46 ,0.0158 ,-2041 ,91 ,1995 ,862 ,256 ,932 ,-40 ,-207 ,330 ,-139 ,0 ,-43 
2008-11-07,1134.49 ,0.0387 ,36 ,-291 ,309 ,649 ,541 ,-1648 ,-75 ,-15 ,1149 ,-292 ,0 ,-68 
2008-11-06,1092.22 ,-0.0756 ,1541 ,-2815 ,1250 ,-213 ,122 ,1156 ,-147 ,66 ,140 ,127 ,0 ,40 
2008-11-05,1181.50 ,0.0244 ,-2146 ,675 ,2003 ,432 ,-45 ,1419 ,-83 ,32 ,99 ,149 ,0 ,-527 
2008-11-04,1153.35 ,0.0215 ,1157 ,-4496 ,3223 ,263 ,22 ,2274 ,-165 ,26 ,238 ,566 ,0 ,127 
2008-11-03,1129.08 ,0.0144 ,2092 ,-456 ,-1189 ,260 ,-492 ,-800 ,-134 ,-52 ,-230 ,258 ,0 ,-458 
2008-10-31,1113.06 ,0.0261 ,-2615 ,3229 ,-280 ,25 ,66 ,-81 ,-138 ,581 ,-396 ,-336 ,0 ,-319 
2008-10-30,1084.72 ,0.1195 ,-2050 ,216 ,1705 ,1274 ,466 ,-569 ,47 ,368 ,-132 ,251 ,0 ,73 
2008-10-29,968.97 ,-0.0302 ,-61 ,88 ,226 ,-617 ,12 ,-667 ,179 ,399 ,1188 ,-268 ,0 ,-247 
2008-10-28,999.16 ,0.0557 ,-162 ,-2821 ,3146 ,700 ,1198 ,-520 ,-14 ,527 ,1642 ,-388 ,0 ,-163 
2008-10-27,946.45 ,0.0082 ,-3546 ,-3186 ,6267 ,-235 ,864 ,782 ,-9 ,-430 ,5397 ,-103 ,0 ,459 
2008-10-24,938.75 ,-0.1057 ,-794 ,-2781 ,3497 ,-563 ,845 ,450 ,52 ,-657 ,3596 ,-227 ,0 ,47 
2008-10-23,1049.71 ,-0.0748 ,1364 ,-1005 ,-661 ,-50 ,476 ,-2560 ,58 ,-222 ,1894 ,-257 ,0 ,288 
2008-10-22,1134.59 ,-0.0514 ,3357 ,-3563 ,-46 ,-296 ,351 ,-1626 ,-35 ,-105 ,1821 ,-156 ,0 ,259 
2008-10-21,1196.10 ,-0.0095 ,1305 ,-126 ,-1369 ,252 ,267 ,-1419 ,-27 ,-72 ,435 ,-805 ,0 ,171 
2008-10-20,1207.63 ,0.0228 ,-561 ,-3474 ,3919 ,27 ,169 ,2006 ,-50 ,-94 ,637 ,1225 ,0 ,118 
2008-10-17,1180.67 ,-0.0273 ,5827 ,-4971 ,-993 ,-206 ,-93 ,-8 ,-16 ,-446 ,-347 ,124 ,0 ,110 
2008-10-16,1213.78 ,-0.0944 ,5700 ,-6204 ,253 ,-510 ,-34 ,-520 ,215 ,-245 ,1402 ,-55 ,0 ,244 
2008-10-15,1340.28 ,-0.0200 ,2364 ,-4442 ,1994 ,-253 ,-163 ,1853 ,4 ,-21 ,96 ,477 ,0 ,70 
2008-10-14,1367.69 ,0.0614 ,-802 ,1382 ,-165 ,136 ,314 ,-672 ,2 ,43 ,137 ,-126 ,0 ,-428 
2008-10-13,1288.53 ,0.0379 ,1303 ,-5196 ,3991 ,1163 ,291 ,2243 ,-26 ,69 ,120 ,131 ,0 ,-108 
2008-10-10,1241.47 ,-0.0413 ,2912 ,-4036 ,912 ,74 ,794 ,-790 ,137 ,-143 ,1378 ,-538 ,0 ,186 
2008-10-09,1294.89 ,0.0064 ,-160 ,-824 ,792 ,519 ,605 ,-259 ,-103 ,-312 ,402 ,-61 ,0 ,212 
2008-10-08,1286.69 ,-0.0581 ,1543 ,-462 ,-814 ,-6 ,50 ,-1733 ,-53 ,-176 ,1145 ,-41 ,0 ,-282 
2008-10-07,1366.10 ,0.0054 ,-123 ,-1068 ,1500 ,-123 ,224 ,790 ,-73 ,-269 ,507 ,444 ,0 ,-290 
2008-10-06,1358.75 ,-0.0429 ,4070 ,-2496 ,-1265 ,18 ,-263 ,-1010 ,3 ,-183 ,33 ,137 ,0 ,-324 
2008-10-02,1419.65 ,-0.0139 ,2249 ,-3236 ,796 ,534 ,-386 ,-221 ,-35 ,61 ,362 ,481 ,0 ,200 
2008-10-01,1439.67 ,-0.0058 ,3505 ,-1058 ,-2360 ,313 ,-31 ,-1927 ,-10 ,-6 ,-361 ,-339 ,0 ,-73 
2008-09-30,1448.06 ,-0.0057 ,-753 ,-1032 ,1446 ,1330 ,1036 ,-1343 ,38 ,-33 ,1077 ,-659 ,0 ,351 
2008-09-29,1456.36 ,-0.0135 ,3776 ,4725 ,-7596 ,606 ,-1010 ,-6099 ,-36 ,-85 ,-233 ,-738 ,0 ,-880 
2008-09-26,1476.33 ,-0.0168 ,2431 ,-1682 ,-391 ,-143 ,-519 ,-929 ,-22 ,159 ,1233 ,-170 ,0 ,-361 
2008-09-25,1501.63 ,0.0038 ,1309 ,-2333 ,1080 ,2147 ,-205 ,-1450 ,-27 ,-25 ,769 ,-128 ,0 ,-71 
2008-09-24,1495.98 ,0.0099 ,-85 ,448 ,97 ,1429 ,-232 ,-1711 ,-121 ,-44 ,537 ,240 ,0 ,-435 
2008-09-23,1481.37 ,0.0144 ,-393 ,-2805 ,3509 ,865 ,-76 ,989 ,90 ,-157 ,1456 ,343 ,0 ,-293 
2008-09-22,1460.34 ,0.0031 ,-3810 ,2147 ,1409 ,381 ,-50 ,349 ,-6 ,-41 ,601 ,176 ,0 ,255 
2008-09-19,1455.78 ,0.0455 ,-8097 ,2475 ,5273 ,2085 ,324 ,1336 ,-71 ,-411 ,581 ,1429 ,0 ,353 
2008-09-18,1392.42 ,-0.0230 ,3559 ,-4993 ,1058 ,247 ,-129 ,-1498 ,69 ,-356 ,2690 ,35 ,0 ,366 
2008-09-17,1425.26 ,0.0270 ,662 ,1158 ,-2173 ,84 ,-99 ,-2822 ,236 ,-59 ,648 ,-161 ,0 ,353 
2008-09-16,1387.75 ,-0.0610 ,-2603 ,-6040 ,7683 ,698 ,211 ,3301 ,3 ,234 ,3153 ,83 ,0 ,974 
2008-09-12,1477.92 ,0.0240 ,-1450 ,-3925 ,4313 ,667 ,847 ,1976 ,26 ,-300 ,1095 ,2 ,0 ,1065 
2008-09-11,1443.24 ,-0.0148 ,5149 ,1080 ,-6918 ,574 ,352 ,-12639 ,21 ,-20 ,5485 ,-691 ,0 ,633 
2008-09-10,1464.98 ,0.0072 ,142 ,-5507 ,4016 ,141 ,304 ,2495 ,74 ,-147 ,790 ,358 ,0 ,1355 
2008-09-09,1454.50 ,-0.0150 ,2306 ,-2083 ,-842 ,331 ,353 ,-2324 ,50 ,-9 ,956 ,-198 ,0 ,599 
2008-09-08,1476.65 ,0.0515 ,-1400 ,97 ,627 ,722 ,850 ,-922 ,2 ,43 ,2042 ,-2109 ,0 ,675 
2008-09-05,1404.38 ,-0.0155 ,1050 ,-2547 ,996 ,312 ,753 ,1130 ,-15 ,-68 ,1222 ,-2339 ,0 ,480 
2008-09-04,1426.43 ,-0.0003 ,1889 ,-3022 ,1190 ,509 ,1109 ,-1250 ,36 ,54 ,1065 ,-334 ,0 ,-64 
2008-09-03,1426.89 ,0.0140 ,-1339 ,-92 ,1342 ,256 ,1160 ,-1856 ,-60 ,508 ,1435 ,-100 ,0 ,75 
2008-09-02,1407.14 ,-0.0052 ,-4246 ,-2509 ,7044 ,1383 ,567 ,-559 ,-11 ,948 ,4306 ,411 ,0 ,-271 
2008-09-01,1414.43 ,-0.0406 ,-3617 ,-264 ,3942 ,1233 ,397 ,-1028 ,-26 ,990 ,712 ,1664 ,0 ,-49 
2008-08-29,1474.24 ,0.0001 ,-2148 ,-2395 ,4742 ,370 ,-140 ,1801 ,28 ,979 ,-18 ,1721 ,0 ,-204 
2008-08-28,1474.15 ,-0.0132 ,352 ,-553 ,-71 ,217 ,210 ,-1181 ,0 ,1078 ,-149 ,-247 ,0 ,264 
2008-08-27,1493.92 ,0.0025 ,-1708 ,-2862 ,4481 ,1350 ,-267 ,1000 ,-40 ,632 ,569 ,1239 ,0 ,97 
2008-08-26,1490.25 ,-0.0079 ,-1275 ,-3271 ,4135 ,114 ,32 ,2298 ,-2 ,281 ,-78 ,1489 ,0 ,415 
2008-08-25,1502.11 ,0.0035 ,-1263 ,-997 ,1875 ,-223 ,111 ,1278 ,10 ,280 ,101 ,319 ,0 ,379 
2008-08-22,1496.91 ,-0.0104 ,-401 ,-2737 ,2931 ,162 ,343 ,1504 ,50 ,672 ,241 ,-41 ,0 ,231 
2008-08-21,1512.59 ,-0.0183 ,1443 ,-1568 ,44 ,4 ,81 ,-530 ,19 ,876 ,-138 ,-267 ,0 ,70 
2008-08-20,1540.71 ,-0.0005 ,1686 ,-4335 ,2209 ,52 ,-7 ,1833 ,11 ,978 ,-830 ,172 ,0 ,429 
2008-08-19,1541.41 ,-0.0168 ,2071 ,-3666 ,1138 ,301 ,57 ,232 ,8 ,986 ,-383 ,-64 ,0 ,457 
2008-08-18,1567.71 ,-0.0028 ,763 ,34 ,-999 ,621 ,139 ,-1112 ,18 ,298 ,-581 ,-382 ,0 ,205 
2008-08-14,1572.19 ,0.0061 ,-68 ,627 ,-854 ,2308 ,61 ,-2829 ,-35 ,-116 ,-86 ,-157 ,0 ,297 
2008-08-13,1562.72 ,-0.0091 ,2193 ,-61 ,-2219 ,361 ,-11 ,-1562 ,18 ,-54 ,-868 ,-103 ,0 ,82 
2008-08-12,1577.12 ,-0.0025 ,-2479 ,1608 ,616 ,-143 ,391 ,729 ,-25 ,-85 ,-16 ,-235 ,0 ,258 
2008-08-11,1581.09 ,0.0079 ,-2051 ,-1196 ,2996 ,113 ,96 ,2654 ,-33 ,-16 ,197 ,-16 ,0 ,226 
2008-08-08,1568.72 ,0.0030 ,-286 ,-392 ,-88 ,186 ,267 ,-450 ,-15 ,-12 ,300 ,-365 ,0 ,771 
2008-08-07,1564.00 ,-0.0093 ,269 ,337 ,-841 ,357 ,274 ,-617 ,27 ,64 ,16 ,-962 ,0 ,216 
2008-08-06,1578.71 ,0.0281 ,-1770 ,-782 ,2028 ,532 ,596 ,565 ,148 ,-659 ,421 ,425 ,0 ,529 
2008-08-05,1535.54 ,-0.0049 ,-342 ,-5726 ,5614 ,1006 ,157 ,4144 ,-18 ,-157 ,94 ,387 ,0 ,458 
2008-08-04,1543.05 ,-0.0195 ,3338 ,-967 ,-2555 ,479 ,-181 ,-2929 ,-15 ,50 ,208 ,-167 ,0 ,170 
2008-08-01,1573.77 ,-0.0131 ,1342 ,-1150 ,-203 ,645 ,-9 ,-1068 ,16 ,61 ,340 ,-188 ,0 ,9 
2008-07-31,1594.67 ,0.0108 ,-1579 ,860 ,839 ,-153 ,210 ,870 ,74 ,-311 ,157 ,-9 ,0 ,-108 
2008-07-30,1577.70 ,0.0067 ,349 ,-2563 ,1972 ,289 ,818 ,818 ,-65 ,15 ,-57 ,154 ,0 ,288 
2008-07-29,1567.20 ,-0.0195 ,2919 ,-1512 ,-1212 ,494 ,260 ,-2828 ,66 ,-22 ,1320 ,-502 ,0 ,-184 
2008-07-28,1598.29 ,0.0002 ,2301 ,-2603 ,728 ,365 ,35 ,131 ,13 ,-157 ,20 ,321 ,0 ,-428 
2008-07-25,1597.93 ,-0.0173 ,1071 ,-1817 ,890 ,1080 ,23 ,70 ,23 ,61 ,-485 ,118 ,0 ,-148 
2008-07-24,1626.14 ,0.0216 ,-2821 ,1644 ,1514 ,-23 ,1089 ,322 ,-10 ,-475 ,77 ,535 ,0 ,-355 
2008-07-23,1591.76 ,0.0196 ,-1312 ,-2814 ,3811 ,335 ,994 ,1692 ,-11 ,-406 ,1000 ,207 ,0 ,294 
2008-07-22,1561.23 ,-0.0011 ,-116 ,-2007 ,1840 ,546 ,73 ,1568 ,17 ,52 ,-161 ,-254 ,0 ,277 
2008-07-21,1562.92 ,0.0351 ,-3455 ,-2044 ,5156 ,1215 ,716 ,1716 ,-22 ,-106 ,1209 ,428 ,0 ,356 
2008-07-18,1509.99 ,-0.0102 ,1243 ,-1815 ,147 ,366 ,101 ,-127 ,67 ,-12 ,99 ,-347 ,0 ,414 
2008-07-17,1525.56 ,0.0120 ,1942 ,-1365 ,-770 ,482 ,126 ,-1687 ,13 ,150 ,220 ,-74 ,0 ,165 
2008-07-16,1507.40 ,-0.0013 ,1697 ,-4367 ,2487 ,2397 ,-451 ,262 ,-24 ,-89 ,78 ,315 ,0 ,192 
2008-07-15,1509.33 ,-0.0316 ,1683 ,-2436 ,826 ,1421 ,-512 ,-76 ,-152 ,184 ,-431 ,392 ,0 ,-34 
2008-07-14,1558.62 ,-0.0057 ,1323 ,-2263 ,696 ,571 ,351 ,78 ,-3 ,85 ,-67 ,-319 ,0 ,242 
2008-07-11,1567.51 ,0.0196 ,1150 ,-3299 ,1576 ,-340 ,1160 ,372 ,62 ,511 ,838 ,-1026 ,0 ,552 
2008-07-10,1537.43 ,0.0119 ,-194 ,-2609 ,1921 ,6162 ,1423 ,-6735 ,64 ,-110 ,1003 ,115 ,0 ,884 
2008-07-09,1519.38 ,-0.0092 ,505 ,-1814 ,428 ,377 ,514 ,-390 ,104 ,-309 ,124 ,8 ,0 ,881 
2008-07-08,1533.47 ,-0.0293 ,-892 ,-2634 ,3470 ,1482 ,428 ,617 ,80 ,-27 ,451 ,439 ,0 ,51 
2008-07-07,1579.72 ,0.0011 ,-1555 ,-1159 ,2912 ,893 ,115 ,1050 ,45 ,-162 ,580 ,392 ,0 ,-189 
2008-07-04,1577.94 ,-0.0178 ,561 ,-2661 ,1998 ,1807 ,219 ,-287 ,-29 ,60 ,294 ,-67 ,0 ,99 
2008-07-03,1606.54 ,-0.0105 ,-2461 ,-4435 ,5766 ,1435 ,1210 ,837 ,147 ,192 ,1422 ,524 ,0 ,1130 
2008-07-02,1623.60 ,-0.0257 ,-1641 ,-4209 ,5497 ,1100 ,223 ,3307 ,-15 ,344 ,95 ,443 ,0 ,363 
2008-07-01,1666.46 ,-0.0051 ,-1108 ,-1482 ,2470 ,312 ,109 ,1442 ,38 ,75 ,174 ,320 ,0 ,121 
2008-06-30,1674.92 ,-0.0057 ,-2822 ,-1506 ,3820 ,365 ,78 ,3254 ,-61 ,-40 ,-203 ,427 ,0 ,493 
2008-06-27,1684.45 ,-0.0193 ,181 ,-4109 ,3872 ,860 ,69 ,2438 ,-11 ,81 ,37 ,398 ,0 ,62 
2008-06-26,1717.66 ,-0.0001 ,-222 ,-204 ,403 ,116 ,153 ,586 ,-88 ,76 ,-49 ,-391 ,0 ,11 
2008-06-25,1717.79 ,0.0041 ,243 ,-3026 ,2124 ,13 ,73 ,1931 ,31 ,-37 ,29 ,85 ,0 ,654 
2008-06-24,1710.84 ,-0.0028 ,1247 ,-3689 ,2128 ,605 ,-20 ,1399 ,66 ,29 ,-184 ,232 ,0 ,317 
2008-06-23,1715.59 ,-0.0089 ,634 ,-4019 ,3048 ,498 ,250 ,2089 ,-71 ,64 ,-23 ,241 ,0 ,328 
2008-06-20,1731.00 ,-0.0056 ,1272 ,-1882 ,-138 ,616 ,99 ,-847 ,62 ,33 ,-101 ,0 ,0 ,737 
2008-06-19,1740.72 ,-0.0188 ,3048 ,-2596 ,-654 ,1265 ,-74 ,-2240 ,162 ,187 ,46 ,0 ,0 ,184 
2008-06-18,1774.13 ,0.0134 ,-1084 ,-2169 ,2611 ,17 ,45 ,2615 ,207 ,-305 ,32 ,0 ,0 ,652 
2008-06-17,1750.71 ,-0.0057 ,892 ,-1979 ,596 ,446 ,139 ,351 ,-47 ,-73 ,-221 ,0 ,0 ,464 
2008-06-16,1760.82 ,0.0077 ,740 ,-634 ,-420 ,-64 ,86 ,303 ,-67 ,-180 ,-498 ,0 ,0 ,301 
2008-06-13,1747.35 ,0.0046 ,45 ,-3434 ,2230 ,182 ,211 ,2255 ,-19 ,-104 ,-295 ,0 ,0 ,1142 
2008-06-12,1739.36 ,-0.0237 ,5551 ,-9731 ,3359 ,1952 ,-55 ,-471 ,57 ,323 ,1552 ,0 ,0 ,780 
2008-06-11,1781.67 ,0.0041 ,1999 ,-3074 ,1007 ,268 ,218 ,918 ,3 ,121 ,-520 ,0 ,0 ,72 
2008-06-10,1774.38 ,-0.0191 ,3149 ,-2771 ,-454 ,827 ,368 ,-2035 ,101 ,271 ,15 ,0 ,0 ,68 
2008-06-09,1808.96 ,-0.0127 ,119 ,-1599 ,238 ,818 ,364 ,-1683 ,124 ,191 ,425 ,0 ,0 ,1235 
2008-06-05,1832.31 ,-0.0008 ,748 ,1221 ,-2294 ,539 ,25 ,-3265 ,52 ,146 ,209 ,0 ,0 ,320 
2008-06-04,1833.81 ,0.0079 ,-609 ,-2172 ,1930 ,-316 ,244 ,1927 ,53 ,2 ,20 ,0 ,0 ,845 
2008-06-03,1819.39 ,-0.0152 ,2459 ,-1677 ,-1078 ,445 ,45 ,-1753 ,53 ,260 ,-128 ,0 ,0 ,273 
2008-06-02,1847.53 ,-0.0024 ,634 ,1155 ,-2414 ,627 ,-32 ,-3526 ,26 ,2 ,489 ,0 ,0 ,605 
2008-05-30,1852.02 ,0.0059 ,-1918 ,2340 ,29 ,340 ,734 ,-1057 ,31 ,11 ,-31 ,0 ,0 ,-445 
2008-05-29,1841.22 ,0.0197 ,-6001 ,759 ,4812 ,-819 ,439 ,5094 ,52 ,-175 ,222 ,0 ,0 ,430 
2008-05-28,1805.64 ,-0.0107 ,800 ,3533 ,-4427 ,934 ,116 ,-4811 ,140 ,99 ,-905 ,0 ,0 ,88 
2008-05-27,1825.23 ,0.0137 ,-1020 ,-205 ,483 ,303 ,394 ,-77 ,36 ,27 ,-199 ,0 ,0 ,743 
2008-05-26,1800.58 ,-0.0150 ,545 ,-1323 ,1606 ,741 ,241 ,1131 ,57 ,138 ,-702 ,0 ,0 ,-825 
2008-05-23,1827.94 ,-0.0041 ,1766 ,281 ,-2750 ,143 ,201 ,-3100 ,-39 ,190 ,-144 ,0 ,0 ,709 
2008-05-22,1835.42 ,-0.0065 ,4020 ,-1808 ,-2650 ,592 ,-48 ,-3070 ,93 ,123 ,-341 ,0 ,0 ,409 
2008-05-21,1847.51 ,-0.0137 ,1153 ,1391 ,-2915 ,-3660 ,61 ,-246 ,12 ,-31 ,950 ,0 ,0 ,367 
2008-05-20,1873.15 ,-0.0065 ,2663 ,-1989 ,-800 ,297 ,172 ,-1756 ,-76 ,101 ,463 ,0 ,0 ,114 
2008-05-19,1885.37 ,-0.0019 ,1246 ,-570 ,-42 ,103 ,-68 ,-678 ,-241 ,-279 ,1122 ,0 ,0 ,-632 
2008-05-16,1888.88 ,0.0017 ,-1126 ,4463 ,-2358 ,130 ,-810 ,-2166 ,232 ,170 ,86 ,0 ,0 ,-989 
2008-05-15,1885.71 ,0.0228 ,-7160 ,3269 ,3700 ,-77 ,442 ,3158 ,68 ,137 ,-28 ,0 ,0 ,244 
2008-05-14,1843.75 ,0.0005 ,1306 ,-22 ,-1190 ,338 ,-226 ,-1756 ,27 ,340 ,87 ,0 ,0 ,-91 
2008-05-13,1842.80 ,0.0105 ,-1485 ,529 ,607 ,-19 ,-57 ,1333 ,9 ,-118 ,-540 ,0 ,0 ,366 
